id,city,city_code,airport_name,country,timezone,,,
3833,Limnos,LXS,Limnos,Greece,Europe/Athens,,,
3834,Lukulu,LXU,Lukulu,Zambia,Africa/Lusaka,,,
3835,Leadville,LXV,Leadville,United States,America/Denver,,,
3836,Luoyang,LYA,Luoyang,China,Asia/Shanghai,,,
3837,Little Cayman,LYB,Little Cayman,Cayman Islands,America/Cayman,,,
3838,Lycksele,LYC,Lycksele,Sweden,Europe/Stockholm,,,
3839,Lyneham,LYE,RAF Station,United Kingdom,Europe/London,,,
3840,Lianyungang,LYG,Lianyungang,China,Asia/Shanghai,,,
3841,Lynchburg,LYH,Preston-Glenn Field,United States,America/New_York,,,
3842,Linyi,LYI,Linyi,China,Asia/Shanghai,,,
3843,Lunyuk,LYK,Lunyuk,Indonesia,Asia/Makassar,,,
3844,Lyon,LYN,Bron,France,Europe/Paris,,,
3845,Lyons,LYO,Rice County Municipal,United States,America/Chicago,,,
3846,Faisalabad,LYP,Faisalabad,Pakistan,Asia/Karachi,,,
3847,Longyearbyen,LYR,Svalbard,Norway,Arctic/Longyearbyen,,,
3848,Lyon,LYS,Satolas,France,Europe/Paris,,,
3849,Lady Elliot Island,LYT,Lady Elliot Island,Australia,Australia/Brisbane,,,
3850,Ely,LYU,Ely,United States,America/Chicago,,,
3851,Luiza,LZA,Luiza,Zaire,Africa/Lubumbashi,,,
3852,Lazaro Cardenas,LZC,Lazaro Cardenas,Mexico,America/Mexico_City,,,
3853,Liuzhou,LZH,Liuzhou,China,Asia/Chongqing,,,
3854,Luozi,LZI,Luozi,Zaire,Africa/Kinshasa,,,
3855,Luzamba,LZM,Luzamba,Angola,Africa/Luanda,,,
3856,Nangan,LZN,Nangan,Taiwan,Asia/Taipei,,,
3857,Luzhou,LZO,Luzhou,China,Asia/Chongqing,,,
3858,Lizard Island,LZR,Lizard Island,Australia,Australia/Lindeman,,,
3859,Chennai/Madras,MAA,Meenambakkam,India,Asia/Kolkata,,,
3860,Maraba,MAB,Maraba,Brazil,America/Araguaina,,,
3861,Macon,MAC,Smart,United States,America/New_York,,,
3862,Madrid,MAD,Barajas,Spain,Europe/Madrid,,,
3863,Madera,MAE,Madera,United States,America/Los_Angeles,,,
3864,Midland,MAF,Odessa Regional,United States,America/Chicago,,,
3865,Madang,MAG,Madang,Papua New Guinea,Pacific/Port_Moresby,,,
3866,Menorca,MAH,Menorca,Spain,Europe/Madrid,,,
3867,Majuro,MAJ,Amata Kabua Intl,Marshall Islands,Pacific/Majuro,,,
3868,Malakal,MAK,Malakal,Sudan,Africa/Juba,,,
3869,Mangole,MAL,Mangole,Indonesia,Asia/Jayapura,,,
3870,Matamoros,MAM,Matamoros,Mexico,America/Matamoros,,,
3871,Manchester,MAN,Manchester,United Kingdom,Europe/London,,,
3872,Manaus,MAO,Eduardo Gomes Intl,Brazil,America/Manaus,,,
3873,Mamai,MAP,Mamai,Papua New Guinea,Pacific/Port_Moresby,,,
3874,Mae Sot,MAQ,Mae Sot,Thailand,Asia/Bangkok,,,
3875,Maracaibo,MAR,La Chinita,Venezuela,America/Caracas,,,
3876,Manus Island,MAS,Momote,Papua New Guinea,Pacific/Port_Moresby,,,
3877,Matadi,MAT,Matadi,Zaire,Africa/Kinshasa,,,
3878,Maupiti,MAU,Maupiti,French Polynesia,Pacific/Tahiti,,,
3879,Maloelap Island,MAV,Maloelap Island,Marshall Islands,Pacific/Majuro,,,
3880,Malden,MAW,Malden,United States,America/Chicago,,,
3881,Matam,MAX,Matam,Senegal,Africa/Dakar,,,
3882,Mangrove Cay,MAY,Mangrove Cay,Bahamas,America/Nassau,,,
3883,Mayaguez,MAZ,Eugenio M De Hostos,Puerto Rico,America/Puerto_Rico,,,
3884,Mombasa,MBA,Moi International,Kenya,Africa/Nairobi,,,
3885,Marble Bar,MBB,Marble Bar,Australia,Australia/Perth,,,
3886,Mbigou,MBC,Mbigou,Gabon,Africa/Libreville,,,
3887,Mmabatho,MBD,International,South Africa,Africa/Johannesburg,,,
3888,Monbetsu,MBE,Monbetsu,Japan,Asia/Tokyo,,,
3889,Mobridge,MBG,Mobridge,United States,America/Chicago,,,
3890,Maryborough,MBH,Maryborough,Australia,Australia/Brisbane,,,
3891,Mbeya,MBI,Mbeya,Tanzania,Africa/Dar_es_Salaam,,,
3892,Montego Bay,MBJ,Sangster International,Jamaica,America/Jamaica,,,
3893,Matupa,MBK,Matupa,Brazil,America/Cuiaba,,,
3894,Manistee,MBL,Blacker,United States,America/Detroit,,,
3895,Mkambati,MBM,Mkambati,South Africa,Africa/Johannesburg,,,
3896,Mt Barnett,MBN,Mt Barnett,Australia,Australia/Perth,,,
3897,Mamburao,MBO,Mamburao,Philippines,Asia/Manila,,,
3898,Moyobamba,MBP,Moyobamba,Peru,America/Lima,,,
3899,Mbarara,MBQ,Mbarara,Uganda,Africa/Kampala,,,
3900,Mbout,MBR,Mbout,Mauritania,Africa/Nouakchott,,,
3901,Masbate,MBT,Masbate,Philippines,Asia/Manila,,,
3902,Mbambanakira,MBU,Mbambanakira,Solomon Islands,Pacific/Guadalcanal,,,
3903,Moorabbin,MBW,Moorabbin,Australia,Australia/Melbourne,,,
3904,Maribor,MBX,Maribor,Slovenia,Europe/Ljubljana,,,
3905,Moberly,MBY,Moberly,United States,America/Chicago,,,
3906,Maues,MBZ,Maues,Brazil,America/Manaus,,,
3907,Macenta,MCA,Macenta,Guinea,Africa/Conakry,,,
3908,Mccomb,MCB,Pike County,United States,America/Chicago,,,
3909,Mackinac Island,MCD,Mackinac Island,United States,America/Detroit,,,
3910,Merced,MCE,Merced Municipal Arpt,United States,America/Los_Angeles,,,
3911,Mcgrath,MCG,Mcgrath,United States,America/Anchorage,,,
3912,Machala,MCH,Machala,Ecuador,America/Guayaquil,,,
3913,Kansas City,MCI,Kansas City International Airport,United States,America/Chicago,,,
3914,Maicao,MCJ,Maicao,Colombia,America/Bogota,,,
3915,Mccook,MCK,Mccook,United States,America/Chicago,,,
3916,Mt Mckinley,MCL,Mt Mckinley,United States,America/Anchorage,,,
3917,Monte Carlo,MCM,Heliport,Monaco,Europe/Monaco,,,
3918,Macon,MCN,Lewis B Wilson,United States,America/New_York,,,
3919,Macapa,MCP,Internacional,Brazil,America/Belem,,,
3920,Miskolc,MCQ,Miskolc,Hungary,Europe/Budapest,,,
3921,Monte Caseros,MCS,Monte Caseros,Argentina,America/Argentina/Cordoba,,,
3922,Muscat,MCT,Seeb,Oman,Asia/Muscat,,,
3923,Montlucon,MCU,Gueret (Lepaud),France,Europe/Paris,,,
3924,Mcarthur River,MCV,Mcarthur River,Australia,Australia/Darwin,,,
3925,Mason City,MCW,Mason City,United States,America/Chicago,,,
3926,Makhachkala,MCX,Makhachkala,Russian Federation,Europe/Moscow,,,
3927,Maceio,MCZ,Palmares,Brazil,America/Maceio,,,
3928,Melinda,MDB,Melinda,Belize,America/Belize,,,
3929,Manado,MDC,Samratulangi,Indonesia,Asia/Makassar,,,
3930,Midland,MDD,Airpark,United States,America/Chicago,,,
3931,Medellin,MDE,Jose Marie Cordova,Colombia,America/Bogota,,,
3932,Medford,MDF,Medford,United States,America/Chicago,,,
3933,Mudanjiang,MDG,Mudanjiang,China,Asia/Harbin,,,
3934,Carbondale,MDH,Southern Illinois,United States,America/Chicago,,,
3935,Makurdi,MDI,Makurdi,Nigeria,Africa/Lagos,,,
3936,Madras,MDJ,City-county,United States,America/Los_Angeles,,,
3937,Mbandaka,MDK,Mbandaka,Zaire,Africa/Kinshasa,,,
3938,Mandalay,MDL,Mandalay International,Myanmar,Asia/Rangoon,,,
3939,Munduku,MDM,Munduku,Papua New Guinea,Pacific/Port_Moresby,,,
3940,Madison,MDN,Jefferson Proving Grd,United States,America/Indiana/Indianapolis,,,
3941,Middleton Island,MDO,Intermediate,United States,America/Anchorage,,,
3942,Mindiptana,MDP,Mindiptana,Indonesia,Asia/Jayapura,,,
3943,Mar Del Plata,MDQ,Mar Del Plata,Argentina,America/Argentina/Buenos_Aires,,,
3944,Medfra,MDR,Medfra,United States,America/Anchorage,,,
3945,Middle Caicos,MDS,Middle Caicos,Turks and Caicos Islands,America/Grand_Turk,,,
3946,Harrisburg,MDT,Harrisburg Intl,United States,America/New_York,,,
3947,Mendi,MDU,Mendi,Papua New Guinea,Pacific/Port_Moresby,,,
3948,Chicago,MDW,Midway,United States,America/Chicago,,,
3949,Mercedes,MDX,Mercedes,Argentina,America/Argentina/Cordoba,,,
3950,Midway Island,MDY,Sand Island Field,US Minor Outlying Islands,Pacific/Midway,,,
3951,Mendoza,MDZ,El Plumerillo,Argentina,America/Argentina/Mendoza,,,
3952,Macae,MEA,Macae,Brazil,America/Sao_Paulo,,,
3953,Melbourne,MEB,Essendon,Australia,Australia/Melbourne,,,
3954,Manta,MEC,Manta,Ecuador,America/Guayaquil,,,
3955,Madinah,MED,Mohammad Bin Abdulaziz,Saudi Arabia,Asia/Riyadh,,,
3956,Mare,MEE,Mare,New Caledonia,Pacific/Noumea,,,
3957,Melfi,MEF,Melfi,Chad,Africa/Ndjamena,,,
3958,Malange,MEG,Malange,Angola,Africa/Luanda,,,
3959,Mehamn,MEH,Mehamn,Norway,Europe/Oslo,,,
3960,Meridian,MEI,Key Field,United States,America/Chicago,,,
3961,Meadville,MEJ,Meadville,United States,America/New_York,,,
3962,Meknes,MEK,Meknes,Morocco,Africa/Casablanca,,,
3963,Melbourne,MEL,Tullamarine,Australia,Australia/Melbourne,,,
3964,Memphis,MEM,International,United States,America/Chicago,,,
3965,Mende,MEN,Brenoux,France,Europe/Paris,,,
3966,Manteo,MEO,Dare County Regional,United States,America/New_York,,,
3967,Mersing,MEP,Mersing,Malaysia,Asia/Kuala_Lumpur,,,
3968,Meulaboh,MEQ,Seunagan,Indonesia,Asia/Jakarta,,,
3969,Merced,MER,Castle AFB,United States,America/Los_Angeles,,,
3970,Medan,MES,Polania,Indonesia,Asia/Jakarta,,,
3971,Moreton,MET,Moreton,Australia,Australia/Brisbane,,,
3972,Monte Dourado,MEU,Monte Dourado,Brazil,America/Santarem,,,
3973,Minden,MEV,Douglas County,United States,America/Los_Angeles,,,
3974,Mweka,MEW,Mweka,Zaire,Africa/Lubumbashi,,,
3975,Mexico City,MEX,Juarez International,Mexico,America/Mexico_City,,,
3976,Meghauli,MEY,Meghauli,Nepal,Asia/Kathmandu,,,
3977,Messina,MEZ,Messina,South Africa,Africa/Johannesburg,,,
3978,Mafia,MFA,Mafia,Tanzania,Africa/Dar_es_Salaam,,,
3979,Mafeteng,MFC,Mafeteng,Lesotho,Africa/Maseru,,,
3980,Mansfield,MFD,Lahm Municipal,United States,America/New_York,,,
3981,Mission,MFE,Mission,United States,America/Chicago,,,
3982,Moanda,MFF,Moanda,Gabon,Africa/Libreville,,,
3983,Muzaffarabad,MFG,Muzaffarabad,Pakistan,Asia/Karachi,,,
3984,Mesquite,MFH,Mesquite,United States,America/Los_Angeles,,,
3985,Marshfield,MFI,Municipal,United States,America/Chicago,,,
3986,Moala,MFJ,Moala,Fiji,Pacific/Fiji,,,
3987,Matsu,MFK,Matsu,Taiwan,Asia/Taipei,,,
3988,Mount Full Stop,MFL,Mount Full Stop,Australia,Australia/Brisbane,,,
3989,Macau,MFM,Macau,Macau,Asia/Macau,,,
3990,Milford Sound,MFN,Milford Sound,New Zealand (Aotearoa),Pacific/Auckland,,,
3991,Manguna,MFO,Manguna,Egypt,Pacific/Port_Moresby,,,
3992,Manners Creek,MFP,Manners Creek,Australia,Australia/Darwin,,,
3993,Maradi,MFQ,Maradi,Niger,Africa/Niamey,,,
3994,Medford,MFR,Jackson County,United States,America/Los_Angeles,,,
3995,Miraflores,MFS,Miraflores,Colombia,America/Bogota,,,
3996,Machu Picchu,MFT,Machu Picchu,Peru,America/Lima,,,
3997,Mfuwe,MFU,Mfuwe,Zambia,Africa/Lusaka,,,
3998,Melfa,MFV,Accomack County,United States,America/New_York,,,
3999,Meribel,MFX,Meribel,France,Europe/Paris,,,
4000,Mesalia,MFZ,Mesalia,Papua New Guinea,Pacific/Port_Moresby,,,
4001,Managua,MGA,Augusto C Sandino,Nicaragua,America/Managua,,,
4002,Mount Gambier,MGB,Mount Gambier,Australia,Australia/Adelaide,,,
4003,Michigan City,MGC,Michigan City Arpt,United States,America/Chicago,,,
4004,Magdalena,MGD,Magdalena,Bolivia,America/La_Paz,,,
4005,Marietta,MGE,Dobbins AFB,United States,America/New_York,,,
4006,Maringa,MGF,Regional De Maringa SBMG,Brazil,America/Sao_Paulo,,,
4007,Margarima,MGG,Margarima,Papua New Guinea,Pacific/Port_Moresby,,,
4008,Margate,MGH,Margate,South Africa,Africa/Johannesburg,,,
4009,Montgomery,MGJ,Orange County,United States,America/New_York,,,
4010,Mong Ton,MGK,Mong Ton,Myanmar,Asia/Rangoon,,,
4011,Dusseldorf,MGL,Moenchen-Gl. - DUS Exp,Germany,Europe/Berlin,,,
4012,Montgomery,MGM,Dannelly Fld,United States,America/Chicago,,,
4013,Magangue,MGN,Baracoa,Colombia,America/Bogota,,,
4014,Manga,MGP,Manga,Papua New Guinea,Pacific/Port_Moresby,,,
4015,Mogadishu,MGQ,International,Somalia,Africa/Mogadishu,,,
4016,Moultrie,MGR,Thomasville,United States,America/New_York,,,
4017,Mangaia Island,MGS,Mangaia Island,Cook Islands,Pacific/Rarotonga,,,
4018,Milingimbi,MGT,Milingimbi,Australia,Australia/Darwin,,,
4019,Manaung,MGU,Manaung,Myanmar,Asia/Rangoon,,,
4020,Margaret River Station,MGV,Margaret River,Australia,Australia/Perth,,,
4021,Morgantown,MGW,Morgantown,United States,America/New_York,,,
4022,Moabi,MGX,Moabi,Gabon,Africa/Libreville,,,
4023,Dayton,MGY,Montgomery Co,United States,America/New_York,,,
4024,Myeik,MGZ,Myeik,Myanmar,Asia/Rangoon,,,
4025,Mahdia,MHA,Mahdia,Guyana,America/Guyana,,,
4026,Macmahon Camp 4,MHC,Macmahon Camp 4,Australia,America/Santiago,,,
4027,Mashad,MHD,Mashad,Iran,Asia/Tehran,,,
4028,Mitchell,MHE,Municipal,United States,America/Chicago,,,
4029,Morichal,MHF,Morichal,Colombia,America/Bogota,,,
4030,Mannheim,MHG,Mannheim Arpt,Germany,Europe/Berlin,,,
4031,Marsh Harbour,MHH,International,Bahamas,America/Nassau,,,
4032,Musha,MHI,Musha,Djibouti,Africa/Djibouti,,,
4033,Manhattan,MHK,Municipal,United States,America/Chicago,,,
4034,Minchumina,MHM,Intermediate,United States,America/Anchorage,,,
4035,Mullen,MHN,Mullen,United States,America/Denver,,,
4036,Mount House,MHO,Mount House,Australia,Australia/Perth,,,
4037,Minsk,MHP,Minsk International 1,Belarus,Europe/Minsk,,,
4038,Mariehamn,MHQ,Mariehamn,Finland,Europe/Mariehamn,,,
4039,Manchester,MHT,Municipal,United States,America/New_York,,,
4040,Mount Hotham,MHU,Mount Hotham,Australia,Australia/Melbourne,,,
4041,Mojave,MHV,Kern County,United States,America/Los_Angeles,,,
4042,Monteagudo,MHW,Monteagudo,Bolivia,America/La_Paz,,,
4043,Manihiki Island,MHX,Manihiki Island,Cook Islands,Pacific/Rarotonga,,,
4044,Morehead,MHY,Morehead,Papua New Guinea,Pacific/Port_Moresby,,,
4045,Mildenhall,MHZ,Mildenhall Arpt,United Kingdom,Europe/London,,,
4046,Miami,MIA,Miami International Airport,United States,America/New_York,,,
4047,Minot,MIB,Minot AFB,United States,America/Chicago,,,
4048,Minneapolis,MIC,Crystal,United States,America/Chicago,,,
4049,Merida,MID,Rejon,Mexico,America/Merida,,,
4050,Muncie,MIE,Delaware County,United States,America/Indiana/Indianapolis,,,
4051,Mian Yang,MIG,Mian Yang,Germany,Asia/Chongqing,,,
4052,Mitchell Plateau,MIH,Mitchell Plateau,Australia,Australia/Perth,,,
4053,Marilia,MII,Dr Gastao Vidigal,Brazil,America/Sao_Paulo,,,
4054,Mili Island,MIJ,Mili Island,Marshall Islands,Pacific/Majuro,,,
4055,Mikkeli,MIK,Mikkeli,Finland,Europe/Helsinki,,,
4056,Merimbula,MIM,Merimbula,Australia,Australia/Sydney,,,
4057,Minnipa,MIN,Minnipa,Australia,Australia/Adelaide,,,
4058,Miami,MIO,Miami,United States,America/Chicago,,,
4059,Mitspeh Ramon,MIP,Mitspeh Ramon,Israel,Asia/Jerusalem,,,
4060,Misima Island,MIS,Misima Island,Papua New Guinea,Pacific/Port_Moresby,,,
4061,Maiduguri,MIU,Maiduguri,Nigeria,Africa/Lagos,,,
4062,Millville,MIV,Millville,United States,America/New_York,,,
4063,Marshalltown,MIW,Municipal,United States,America/Chicago,,,
4064,Miriti,MIX,Miriti,Colombia,America/Bogota,,,
4065,Mittiebah,MIY,Mittiebah,Australia,Australia/Darwin,,,
4066,Mainoru,MIZ,Mainoru,Australia,Australia/Darwin,,,
4067,Manja,MJA,Manja,Madagascar,Indian/Antananarivo,,,
4068,Mejit Island,MJB,Mejit Island,Marshall Islands,Pacific/Majuro,,,
4069,Man,MJC,Man,Cote D'Ivoire (Ivory Coast),Africa/Abidjan,,,
4070,Mohenjodaro,MJD,Mohenjodaro,Pakistan,Asia/Karachi,,,
4071,Majkin,MJE,Majkin,Marshall Islands,Pacific/Kwajalein,,,
4072,Mosjoen,MJF,Kjaerstad,Norway,Europe/Oslo,,,
4073,Mayajigua,MJG,Mayajigua,Cuba,America/Havana,,,
4074,Majma,MJH,Majma,Saudi Arabia,Asia/Riyadh,,,
4075,Mitiga,MJI,Mitiga,Libya,Africa/Tripoli,,,
4076,Moki,MJJ,Moki,Papua New Guinea,Pacific/Port_Moresby,,,
4077,Monkey Mia,MJK,Shark Bay,Australia,Australia/Perth,,,
4078,Mouila,MJL,Mouila,Gabon,Africa/Libreville,,,
4079,Mbuji Mayi,MJM,Mbuji Mayi,Zaire,Africa/Lubumbashi,,,
4080,Majunga,MJN,Amborovy,Madagascar,Indian/Antananarivo,,,
4081,Mount Etjo Lodge,MJO,Mount Etjo Lodge,Namibia,Africa/Windhoek,,,
4082,Manjimup,MJP,Manjimup,Australia,Australia/Perth,,,
4083,Jackson,MJQ,Jackson,United States,America/Chicago,,,
4084,Miramar,MJR,Miramar,Argentina,America/Argentina/Buenos_Aires,,,
4085,Maganja Da Costa,MJS,Maganja Da Costa,Mozambique,Africa/Maputo,,,
4086,Mytilene,MJT,Mytilene,Greece,Europe/Athens,,,
4087,Mamuju,MJU,Mamuju,Indonesia,Asia/Makassar,,,
4088,Murcia,MJV,San Javier,Spain,Europe/Madrid,,,
4089,Mahenye,MJW,Mahenye,Zimbabwe,Africa/Harare,,,
4090,Mirnyj,MJZ,Mirnyj,Russian Federation,Asia/Yakutsk,,,
4091,Marianske Lazne,MKA,Marianske Lazne,Czechoslovakia (former),Europe/Prague,,,
4092,Mekambo,MKB,Mekambo,Gabon,Africa/Libreville,,,
4093,Kansas City,MKC,Downtown,United States,America/Chicago,,,
4094,Milwaukee,MKE,General Mitchell,United States,America/Chicago,,,
4095,Muskegon,MKG,Muskegon,United States,America/Detroit,,,
4096,Mokhotlong,MKH,Mokhotlong,Lesotho,Africa/Maseru,,,
4097,Makoua,MKJ,Makoua,Congo,Africa/Brazzaville,,,
4098,Hoolehua,MKK,Molokai,United States,Pacific/Honolulu,,,
4099,Jackson,MKL,Mckellar,United States,America/Chicago,,,
4100,Mukah,MKM,Mukah,Malaysia,Asia/Kuching,,,
4101,Muskogee,MKO,Davis Field,United States,America/Chicago,,,
4102,Makemo,MKP,Makemo,French Polynesia,Pacific/Tahiti,,,
4103,Merauke,MKQ,Mopah,Indonesia,Asia/Jayapura,,,
4104,Meekatharra,MKR,Meekatharra,Australia,Australia/Perth,,,
4105,Mekane Selam,MKS,Mekane Selam,Ethiopia,Africa/Addis_Ababa,,,
4106,Mankato,MKT,Municipal,United States,America/Chicago,,,
4107,Makokou,MKU,Makokou,Gabon,Africa/Libreville,,,
4108,Mt Cavenagh,MKV,Mt Cavenagh,Australia,Australia/Darwin,,,
4109,Manokwari,MKW,Rendani,Indonesia,Asia/Jayapura,,,
4110,Mukalla,MKX,Mukalla,Yemen,Asia/Aden,,,
4111,Mackay,MKY,Mackay,Australia,Australia/Brisbane,,,
4112,Malacca,MKZ,Batu Berendum,Malaysia,Asia/Kuala_Lumpur,,,
4113,Gudja,MLA,Malta International,Malta,Europe/Malta,,,
4114,Melbourne,MLB,Melbourne Intl,United States,America/New_York,,,
4115,Mc Alester,MLC,Mc Alester,United States,America/Chicago,,,
4116,Male,MLE,International,Maldives,Indian/Maldives,,,
4117,Milford,MLF,Milford,United States,America/Denver,,,
4118,Malang,MLG,Abdul Rahman Saleh,Indonesia,Asia/Jakarta,,,
4119,Basel Mulhouse Freiburg,MLH,Euroairport,France,Europe/Paris,,,
4120,Moline,MLI,Quad-City,United States,America/Chicago,,,
4121,Milledgeville,MLJ,Baldwin County,United States,America/New_York,,,
4122,Malta,MLK,Malta,United States,America/Denver,,,
4123,Marshall,MLL,Marshall,United States,America/Nome,,,
4124,Morelia,MLM,Morelia,Mexico,America/Mexico_City,,,
4125,Melilla,MLN,Melilla,Spain,Africa/Ceuta,,,
4126,Milos,MLO,Milos,Greece,Europe/Athens,,,
4127,Millicent,MLR,Millicent,Australia,Australia/Adelaide,,,
4128,Miles City,MLS,Municipal,United States,America/Denver,,,
4129,Millinocket,MLT,Millinocket,United States,America/New_York,,,
4130,Monroe,MLU,Municipal,United States,America/Chicago,,,
4131,Merluna,MLV,Merluna,Australia,Australia/Brisbane,,,
4132,Monrovia,MLW,Sprigg Payne,Liberia,Africa/Monrovia,,,
4133,Malatya,MLX,Malatya,Turkey,Europe/Istanbul,,,
4134,Manley Hot Springs,MLY,Manley Hot Springs,United States,America/Anchorage,,,
4135,Melo,MLZ,Melo,Uruguay,America/Montevideo,,,
4136,Memanbetsu,MMB,Memanbetsu,Japan,Asia/Tokyo,,,
4137,Ciudad Mante,MMC,Ciudad Mante,Mexico,America/Monterrey,,,
4138,Minami Daito,MMD,Maridor,Japan,Asia/Tokyo,,,
4139,Durham Tees Valley,MME,Durham Tees Valley,United Kingdom,Europe/London,,,
4140,Mamfe,MMF,Mamfe,Cameroon,Africa/Douala,,,
4141,Mount Magnet,MMG,Mount Magnet,Australia,Australia/Perth,,,
4142,Mammoth Lakes,MMH,Mammoth Lakes,United States,America/Los_Angeles,,,
4143,Athens,MMI,McMinn County,United States,America/New_York,,,
4144,Matsumoto,MMJ,Matsumoto,Japan,Asia/Tokyo,,,
4145,Murmansk,MMK,Murmansk,Russian Federation,Europe/Moscow,,,
4146,Marshall,MML,Municipal-Ryan Field,United States,America/Chicago,,,
4147,Middlemount,MMM,Middlemount,Australia,Australia/Brisbane,,,
4148,Maio,MMO,Vila Do Maio,Cape Verde,Atlantic/Cape_Verde,,,
4149,Mbala,MMQ,Mbala,Zambia,Africa/Lusaka,,,
4150,Columbia,MMT,Mc Entire ANG Base,United States,America/New_York,,,
4151,Morristown,MMU,Municipal,United States,America/New_York,,,
4152,Mal,MMV,Mal,Papua New Guinea,America/Los_Angeles,,,
4153,Malmo,MMX,Sturup,Sweden,Europe/Stockholm,,,
4154,Miyako Jima,MMY,Hirara,Japan,Asia/Tokyo,,,
4155,Maimana,MMZ,Maimana,Afghanistan,Asia/Kabul,,,
4156,Melangguane,MNA,Melangguane,Indonesia,Asia/Makassar,,,
4157,Moanda,MNB,Moanda,Zaire,Africa/Kinshasa,,,
4158,Nacala,MNC,Nacala,Mozambique,Africa/Maputo,,,
4159,Mungeranie,MNE,Mungeranie,Australia,Australia/Adelaide,,,
4160,Mana Island,MNF,Mana Island Airstrip,Fiji,Pacific/Fiji,,,
4161,Maningrida,MNG,Maningrida,Australia,Australia/Darwin,,,
4162,Minneriya,MNH,Minneriya,Sri Lanka,Asia/Colombo,,,
4163,Minneriya,MNH,Minneriya,Sri Lanka,Asia/Muscat,,,
4164,Montserrat,MNI,Bramble,Montserrat,America/Montserrat,,,
4165,Mananjary,MNJ,Mananjary,Madagascar,Indian/Antananarivo,,,
4166,Maiana,MNK,Maiana,Kiribati,Pacific/Tarawa,,,
4167,Manila,MNL,Ninoy Aquino Intl,Philippines,Asia/Manila,,,
4168,Menominee,MNM,Menominee,United States,America/Menominee,,,
4169,Marion,MNN,Municipal,United States,America/New_York,,,
4170,Manono,MNO,Manono,Zaire,Africa/Lubumbashi,,,
4171,Maron,MNP,Maron,Papua New Guinea,Pacific/Port_Moresby,,,
4172,Monto,MNQ,Monto,Australia,Australia/Brisbane,,,
4173,Mongu,MNR,Mongu,Zambia,Africa/Lusaka,,,
4174,Mansa,MNS,Mansa,Zambia,Africa/Lusaka,,,
4175,Minto,MNT,Minto,United States,America/Anchorage,,,
4176,Maulmyine,MNU,Maulmyine,Myanmar,Asia/Rangoon,,,
4177,Mountain Valley,MNV,Mountain Valley,Australia,Australia/Darwin,,,
4178,Macdonald Downs,MNW,Macdonald Downs,Australia,Australia/Darwin,,,
4179,Manicore,MNX,Manicore,Brazil,America/Manaus,,,
4180,Mono,MNY,Mono,Solomon Islands,Pacific/Guadalcanal,,,
4181,Manassas,MNZ,Manassas,United States,America/New_York,,,
4182,Moa,MOA,Orestes Acosta,Cuba,America/Havana,,,
4183,Mobile,MOB,Mobile Regional Arpt,United States,America/Chicago,,,
4184,Montes Claros,MOC,Montes Claros,Brazil,America/Bahia,,,
4185,Modesto,MOD,Municipal,United States,America/Los_Angeles,,,
4186,Momeik,MOE,Momeik,Myanmar,Asia/Rangoon,,,
4187,Maumere,MOF,Waioti,Indonesia,Asia/Makassar,,,
4188,Mong Hsat,MOG,Mong Hsat,Myanmar,Asia/Rangoon,,,
4189,Mitiaro Island,MOI,Mitiaro Island,Cook Islands,Pacific/Rarotonga,,,
4190,Molde,MOL,Aro,Norway,Europe/Oslo,,,
4191,Moudjeria,MOM,Moudjeria,Mauritania,Africa/Nouakchott,,,
4192,Mount Cook,MON,Mount Cook Airport,New Zealand (Aotearoa),Pacific/Auckland,,,
4193,Moomba,MOO,Moomba,Australia,Australia/Adelaide,,,
4194,Mount Pleasant,MOP,Municipal,United States,America/Detroit,,,
4195,Morondava,MOQ,Morondava,Madagascar,Indian/Antananarivo,,,
4196,Morristown,MOR,Moore-Murrell,United States,America/New_York,,,
4197,Minot,MOT,International,United States,America/Chicago,,,
4198,Mountain Village,MOU,Mountain Village,United States,America/Nome,,,
4199,Moranbah,MOV,Moranbah,Australia,Australia/Brisbane,,,
4200,Moorea,MOZ,Temae,French Polynesia,Pacific/Tahiti,,,
4201,Mpacha,MPA,Mpacha,Namibia,Africa/Windhoek,,,
4202,Miami,MPB,SPB,United States,America/New_York,,,
4203,Muko-Muko,MPC,Muko-Muko,Indonesia,Asia/Jakarta,,,
4204,Mirpur Khas,MPD,Mirpur Khas,Pakistan,Asia/Karachi,,,
4205,Mapoda,MPF,Mapoda,Papua New Guinea,Pacific/Port_Moresby,,,
4206,Makini,MPG,Makini,Papua New Guinea,Pacific/Port_Moresby,,,
4207,Caticlan,MPH,Malay,Philippines,Asia/Manila,,,
4208,Mamitupo,MPI,Mamitupo,Panama,America/Panama,,,
4209,Morrilton,MPJ,Petit Jean Park,United States,America/Chicago,,,
4210,Mokpo,MPK,Mokpo,Korea (South),Asia/Seoul,,,
4211,Montpellier,MPL,Montpellier Méditerranée,France,Europe/Paris,,,
4212,Maputo,MPM,Maputo International,Mozambique,Africa/Maputo,,,
4213,Mount Pleasant,MPN,Mount Pleasant,Falkland Islands,Atlantic/Stanley,,,
4214,Mt Pocono,MPO,Mt Pocono,United States,America/New_York,,,
4215,Mulatupo,MPP,Mulatupo,Panama,America/Panama,,,
4216,Mcpherson,MPR,Mcpherson,United States,America/Chicago,,,
4217,Montpelier,MPV,Edward F Knapp State,United States,America/New_York,,,
